Channel,Campaign,Campaign ID,Ad group,Ad group ID,Search keyword,Search term,Match type,Cost,Impressions,Reach,Clicks,Conversions,Age,Gender
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,pretty girls love trap music hoodie,Phrase (close variant),79.404,2036,956.92,95.692,9.5692,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,que chille hoodie,Phrase (close variant),61.408,1616,193.92,155.136,9.696,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,represent hoodie,Phrase (close variant),61.22,3061,581.59,244.2678,17.4477,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,roblox merch hoodie,Phrase (close variant),69.79,1994,797.6,223.328,31.904,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,ross lovely hoodies,Phrase (close variant),8.052,244,46.36,7.4176,0.4636,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,rsvp hoodie,Phrase (close variant),46.449,1191,655.05,65.505,13.101,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,scw clothing hoodie,Phrase (close variant),18.549,687,233.58,228.9084,16.3506,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,sender hoodie,Phrase (close variant),99.412,3428,1645.44,1250.5344,65.8176,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,shein kids hoodies,Phrase (close variant),90.09,2310,254.1,198.198,15.246,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,short sleeve hoodie,Phrase (close variant),56.97,1899,987.48,947.9808,59.2488,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,simple history hoodies,Phrase (close variant),69.965,1999,1039.48,623.688,62.3688,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,slayer repentless hoodie,Phrase (close variant),35.091,1671,167.1,26.736,1.671,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,slipknot hoodies,Phrase (close variant),136.706,4714,1791.32,2006.2784,143.3056,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,sp5der hoodie,Phrase (close variant),26.964,1284,898.8,674.1,44.94,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,sport check hoodies,Phrase (close variant),108.288,4512,2707.2,1624.32,81.216,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,sport team hoodies,Phrase (close variant),73.397,3863,386.3,123.616,15.452,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,ssense hoodie,Phrase (close variant),113.148,4041,1575.99,630.396,78.7995,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,streetwear hoodies,Phrase (close variant),62.339,3667,1320.12,158.4144,13.2012,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,sturniolo hoodies,Phrase (close variant),114.811,3103,1551.5,2110.04,124.12,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,stussy hoodies,Phrase (close variant),104.702,4027,1731.61,1523.8168,138.5288,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,supreme hoodie,Phrase (close variant),155.958,4726,2835.6,2211.768,170.136,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,supreme hoodie price,Phrase (close variant),25.758,954,534.24,213.696,42.7392,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,svciety hoodie,Phrase (close variant),112.171,4877,1755.72,1158.7752,105.3432,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,team canada hoodie 2022,Phrase (close variant),27.95,1118,212.42,38.2356,4.2484,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,the good stuff hoodie,Phrase (close variant),56.245,1607,417.82,54.3166,4.1782,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,thrifted hoodies,Phrase (close variant),43.862,1687,253.05,202.44,10.122,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,throwback hoodies,Phrase (close variant),43.61,1246,498.4,104.664,14.952,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,tie dye hoodies canada,Phrase (close variant),75.506,1987,357.66,185.9832,14.3064,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,tim hortons hoodie,Phrase (close variant),88.62,4220,801.8,312.702,24.054,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,tommy helfiger hoodie,Phrase (close variant),112.98,4035,2340.3,257.433,23.403,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,tommy hilfiger hoodie,Phrase (close variant),140.735,4021,1608.4,225.176,32.168,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,trending hoodies 2022,Phrase (close variant),14.288,752,488.8,268.84,24.44,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,trump hoodies,Phrase (close variant),21.456,894,590.04,100.3068,5.9004,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,twenty one pilots merch hoodie,Phrase (close variant),55.29,1455,407.4,28.518,4.074,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,txt hoodie,Phrase (close variant),22.761,843,354.06,272.6262,24.7842,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,ubc hoodies,Phrase (close variant),54.256,3391,1186.85,403.529,23.737,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,university hoodies,Phrase (close variant),115.025,4601,1150.25,805.175,80.5175,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,university hoodies canada,Phrase (close variant),146.464,4577,2380.04,1285.2216,142.8024,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,university of saskatchewan hoodies,Phrase (close variant),73.788,3354,2012.4,3058.848,160.992,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,vancouver hoodie,Phrase (close variant),43.244,2276,1024.2,1218.798,71.694,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,velour garments hoodie,Phrase (close variant),54.21,3614,2023.84,485.7216,80.9536,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,versace hoodie,Phrase (close variant),62.82,1745,872.5,593.3,34.9,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,vetements hoodie,Phrase (close variant),79.59,2274,409.32,319.2696,24.5592,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,we here hoodie,Phrase (close variant),62.92,2420,1089,435.6,43.56,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,wehere hoodies,Phrase (close variant),190.242,4878,3170.7,3773.133,221.949,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,weighted hoodies,Phrase (close variant),95.914,3094,2011.1,1809.99,100.555,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,west 49 hoodies,Phrase (close variant),37.04,926,240.76,235.9448,16.8532,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,what are the coolest hoodies,Phrase (close variant),8.372,322,141.68,68.0064,4.2504,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,where hoodie,Phrase (close variant),18.704,668,387.44,104.6088,11.6232,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,where to buy hoodies canada,Phrase (close variant),22.968,1044,334.08,213.8112,13.3632,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,wholesale hoodies,Phrase (close variant),160.407,4113,2755.71,1102.284,220.4568,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,wlkn hoodie,Phrase (close variant),104.49,3483,2194.29,1755.432,87.7716,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,wlkn hoodies,Phrase (close variant),57.9,1930,289.5,86.85,14.475,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,women's hoodies clearance sale,Phrase (close variant),120.081,3079,1077.65,96.9885,10.7765,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,womens hoodies canada,Phrase (close variant),39.459,1879,187.9,285.608,15.032,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,womens lightweight hoodies,Phrase (close variant),66.417,1703,408.72,147.1392,24.5232,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,you jimin hoodie,Phrase (close variant),35.168,2198,1011.08,283.1024,20.2216,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoody,1.16E+11,#NAME?,zootop bear hoodie,Phrase (close variant),10.638,394,200.94,44.2068,4.0188,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,hoodie,Exact (close variant),176.868,4913,2505.63,2255.067,150.3378,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,111 hoodie,Phrase (close variant),18.53,1090,697.6,683.648,48.832,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,atm hoodies,Phrase (close variant),15.081,457,287.91,69.0984,5.7582,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,bale hoddie,Phrase (close variant),31.376,1961,509.86,321.2118,35.6902,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,bape hoddie,Phrase (close variant),2.996,107,62.06,6.206,0.6206,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,bape hoodie,Phrase (close variant),9.452,278,189.04,196.6016,15.1232,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,bape space camo shark hoodie,Phrase (close variant),25.365,1335,160.2,25.632,3.204,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,bear hoodie,Phrase (close variant),12.857,559,279.5,33.54,5.59,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,biggie smalls hoodie h&m,Phrase (close variant),84.477,2913,466.08,158.4672,9.3216,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,champion hoodies reverse weave,Phrase (close variant),29.712,1857,1002.78,541.5012,60.1668,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,cheap bape hoodie,Phrase (close variant),74.886,3566,1426.4,570.56,28.528,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,cheap bape hoodies,Phrase (close variant),78.208,2444,1686.36,2124.8136,118.0452,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,cheap nba hoodies,Phrase (close variant),2.55,170,61.2,9.792,1.224,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,costco hoodies,Phrase (close variant),4.56,240,31.2,16.848,0.936,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,dior hoodie,Phrase (close variant),98.956,3806,2435.84,462.8096,24.3584,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,dior hoodie price,Phrase (close variant),9.205,263,31.56,25.248,2.5248,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,essentials hoodie nordstrom,Phrase (close variant),32.928,1029,164.64,49.392,3.2928,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,everyday hoodie,Phrase (close variant),136.108,4861,1166.64,1399.968,93.3312,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,funny hoodies,Phrase (close variant),91.599,4821,964.2,520.668,28.926,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,galactic youth hoodie,Phrase (close variant),38.352,1128,236.88,130.284,11.844,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,gap hoodie,Phrase (close variant),141.264,3924,510.12,173.4408,10.2024,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,gap hoodies for men,Phrase (close variant),119.08,2977,357.24,150.0408,25.0068,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,holister hoodie,Phrase (close variant),63.699,3747,1348.92,647.4816,53.9568,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,hoodie couple,Phrase (close variant),72.51,2417,604.25,290.04,24.17,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,hoodie with big hood reddit,Phrase (close variant),126.36,3240,550.8,528.768,33.048,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,hoodies for boys,Phrase (close variant),49.47,1455,814.8,456.288,32.592,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,hoodies for women,Phrase (close variant),18.705,645,96.75,54.18,7.74,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,hoodies old navy,Phrase (close variant),64.47,1842,718.38,431.028,28.7352,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,hoonigan hoodie,Phrase (close variant),81.9,2730,682.5,491.4,27.3,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,how much are american eagle hoodies,Phrase (close variant),18.06,903,279.93,333.1167,19.5951,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,keith haring hoodie,Phrase (close variant),8.424,351,242.19,247.0338,14.5314,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,lacoste hoodies,Phrase (close variant),83.538,3213,1028.16,277.6032,30.8448,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,legacy threadz hoodie,Phrase (close variant),142.2,4740,616.2,862.68,43.134,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,lifeguard hoodie,Phrase (close variant),30.634,901,288.32,363.2832,20.1824,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,limited hoodie,Phrase (close variant),156.352,4886,2638.44,1794.1392,105.5376,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,long hoodie with zipper,Phrase (close variant),2.553,69,15.87,6.1893,0.4761,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,mad happy hoodie,Phrase (close variant),112.112,4004,880.88,211.4112,17.6176,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,michael kors hoodie mens,Phrase (close variant),23.184,966,618.24,395.6736,24.7296,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,money heist hoodies,Phrase (close variant),31.155,2077,976.19,878.571,48.8095,NA,NA
Google,1009693 | Google Analytics Demo | DR | mlibaste | NA | CA | en | Hybrid | SEM | SKWS - BMM | Txt ~ AW - Hoodies,11704805699,AW - Hoodie Sweater,1.16E+11,#NAME?,peach colour hoodie mens,Phrase (close variant),111.175,4447,1734.33,1664.9568,138.7464,NA,NA
